"DXLG","Destination XL Group, Inc.","Apparel Retail","196.25M"
"DXPE","DXP Enterprises, Inc.","Industrial Distribution","795.94M"
"DXR","Daxor Corporation","Medical Instruments & Supplies","38.02M"
"DXYN","The Dixie Group, Inc.","Textile Manufacturing","9.04M"
"DY","Dycom Industries, Inc.","Engineering & Construction","5.03B"
"DYAI","Dyadic International, Inc.","Biotechnology","39.47M"
"DYCQ","DT Cloud Acquisition Corporation","Shell Companies","91.69M"
"DYN","Dyne Therapeutics, Inc.","Biotechnology","4.00B"
"DZSI","DZS Inc.","Communication Equipment","43.75M"
"E","Eni S.p.A.","Oil & Gas Integrated","48.43B"
"EA","Electronic Arts Inc.","Electronic Gaming & Multimedia","39.55B"
"EAF","GrafTech International Ltd.","Electrical Equipment & Parts","164.77M"
"EARN","Ellington Residential Mortgage REIT","Asset Management","141.48M"
"EAST","Eastside Distilling, Inc.","Beverages - Wineries & Distilleries","1.52M"
"EAT","Brinker International, Inc.","Restaurants","2.64B"
"EB","Eventbrite, Inc.","Software - Application","420.51M"
"EBAY","eBay Inc.","Internet Retail","28.21B"
"EBC","Eastern Bankshares, Inc.","Banks - Regional","3.26B"
"EBF","Ennis, Inc.","Business Equipment & Supplies","597.11M"
"EBMT","Eagle Bancorp Montana, Inc.","Banks - Regional","111.43M"
"EBON","Ebang International Holdings Inc.","Computer Hardware","39.26M"
"EBR","Centrais Elétricas Brasileiras S.A. - Eletrobrás","Utilities - Renewable","15.67B"
"EBS","Emergent BioSolutions Inc.","Drug Manufacturers - Specialty & Generic","529.78M"
"EBTC","Enterprise Bancorp, Inc.","Banks - Regional","344.02M"
"EC","Ecopetrol S.A.","Oil & Gas Integrated","20.54B"
"ECBK","ECB Bancorp, Inc.","Banks - Regional","125.45M"
"ECDA","ECD Automotive Design, Inc.","Auto Manufacturers","32.64M"
"ECL","Ecolab Inc.","Specialty Chemicals","67.74B"
"ECO","Okeanis Eco Tankers Corp.","Marine Shipping","926.05M"
"ECOR","electroCore, Inc.","Medical Devices","38.10M"
"ECPG","Encore Capital Group, Inc.","Mortgage Finance","1.12B"
"ECVT","Ecovyst Inc.","Specialty Chemicals","782.76M"
"ECX","ECARX Holdings, Inc.","Auto Parts","554.43M"
"ED","Consolidated Edison, Inc.","Utilities - Regulated Electric","35.22B"
"EDAP","EDAP TMS S.A.","Medical Distribution","176.61M"
"EDBL","Edible Garden AG Incorporated","Farm Products","3.79M"
"EDIT","Editas Medicine, Inc.","Biotechnology","411.19M"
"EDN","Empresa Distribuidora y Comercializadora Norte SA","Utilities - Regulated Electric","980.59M"
"EDR","Endeavor Group Holdings, Inc.","Entertainment","8.26B"
"EDRY","EuroDry Ltd.","Marine Shipping","57.50M"
"EDSA","Edesa Biotech, Inc.","Biotechnology","16.21M"
"EDTK","Skillful Craftsman Education Technology Limited","Education & Training Services","19.16M"
"EDU","New Oriental Education & Technology Group Inc.","Education & Training Services","11.26B"
"EDUC","Educational Development Corporation","Publishing","18.62M"
"EE","Excelerate Energy, Inc.","Oil & Gas Midstream","490.03M"
"EEFT","Euronet Worldwide, Inc.","Software - Infrastructure","4.41B"
"EEIQ","EpicQuest Education Group International Limited","Education & Training Services","12.87M"
"EEX","Emerald Holding, Inc.","Advertising Agencies","1.08B"
"EFC","Ellington Financial Inc.","REIT - Mortgage","1.06B"
"EFOI","Energy Focus, Inc.","Furnishings, Fixtures & Appliances","6.43M"
"EFSC","Enterprise Financial Services Corp","Banks - Regional","1.88B"
"EFSH","1847 Holdings LLC","Conglomerates","1.27M"
"EFX","Equifax Inc.","Consulting Services","35.22B"
"EFXT","Enerflex Ltd.","Oil & Gas Equipment & Services","648.46M"
"EG","Everest Group, Ltd.","Insurance - Reinsurance","15.82B"
"EGAN","eGain Corporation","Software - Application","201.33M"
"EGBN","Eagle Bancorp, Inc.","Banks - Regional","600.77M"
"EGHT","8x8, Inc.","Software - Application","353.18M"
"EGIO","Edgio, Inc.","Software - Infrastructure","52.64M"
"EGO","Eldorado Gold Corporation","Gold","3.45B"
"EGP","EastGroup Properties, Inc.","REIT - Industrial","9.06B"
"EGRX","Eagle Pharmaceuticals, Inc.","Drug Manufacturers - Specialty & Generic","59.74M"
"EGY","VAALCO Energy, Inc.","Oil & Gas Exploration & Production","644.53M"
"EH","EHang Holdings Limited","Aerospace & Defense","787.11M"
"EHAB","Enhabit, Inc.","Medical Care Facilities","485.01M"
"EHC","Encompass Health Corporation","Medical Care Facilities","9.33B"
"EHGO","Eshallgo Inc.","Business Equipment & Supplies","36.08M"
"EHTH","eHealth, Inc.","Insurance Brokers","136.30M"
"EIG","Employers Holdings, Inc.","Insurance - Specialty","1.18B"
"EIX","Edison International","Utilities - Regulated Electric","31.77B"
"EJH","E-Home Household Service Holdings Limited","Personal Services","123.04M"
"EKSO","Ekso Bionics Holdings, Inc.","Medical Instruments & Supplies","18.44M"
"EL","The Estée Lauder Companies Inc.","Household & Personal Products","34.28B"
"ELA","Envela Corporation","Luxury Goods","124.02M"
"ELAB","Elevai Labs, Inc.","Biotechnology","7.41M"
"ELAN","Elanco Animal Health Incorporated","Drug Manufacturers - Specialty & Generic","6.09B"
"ELBM","Electra Battery Materials Corporation","Other Industrial Metals & Mining","18.67M"
"ELDN","Eledon Pharmaceuticals, Inc.","Biotechnology","106.28M"
"ELEV","Elevation Oncology, Inc.","Biotechnology","129.49M"
"ELF","e.l.f. Beauty, Inc.","Household & Personal Products","9.36B"
"ELLO","Ellomay Capital Ltd.","Utilities - Renewable","154.49M"
"ELMD","Electromed, Inc.","Medical Devices","130.36M"
"ELME","Elme Communities","REIT - Residential","1.49B"
"ELP","Companhia Paranaense de Energia - COPEL","Utilities - Diversified","5.03B"
"ELPC","Cia Paranaense De Energia Copel","Utilities - Diversified","17.13B"
"ELS","Equity LifeStyle Properties, Inc.","REIT - Residential","13.53B"
"ELSE","Electro-Sensors, Inc.","Scientific & Technical Instruments","13.06M"
"ELTK","Eltek Ltd.","Electronic Components","62.99M"
"ELTX","Elicio Therapeutics, Inc.","Biotechnology","54.50M"
"ELUT","Elutia Inc.","Medical Devices","82.30M"
"ELV","Elevance Health, Inc.","Healthcare Plans","124.10B"
"ELVA","Electrovaya Inc.","Electrical Equipment & Parts","76.11M"
"ELVN","Enliven Therapeutics, Inc.","Biotechnology","1.09B"
"ELWS","Earlyworks Co., Ltd","Software - Application","6.44M"
"ELYM","Eliem Therapeutics, Inc.","Biotechnology","526.94M"
"EM","Smart Share Global Limited","Personal Services","184.84M"
"EMBC","Embecta Corp.","Medical Instruments & Supplies","865.63M"
"EMCG","Embrace Change Acquisition Corp.","Shell Companies","84.03M"
"EME","EMCOR Group, Inc.","Engineering & Construction","16.32B"
"EMKR","EMCORE Corporation","Electronic Components","9.92M"
"EML","The Eastern Company","Tools & Accessories","172.48M"
"EMN","Eastman Chemical Company","Specialty Chemicals","11.39B"
"EMR","Emerson Electric Co.","Specialty Industrial Machinery","62.48B"
"EMX","EMX Royalty Corporation","Other Industrial Metals & Mining","197.25M"
"ENB","Enbridge Inc.","Oil & Gas Midstream","81.00B"
"ENFN","Enfusion, Inc.","Software - Application","831.80M"
"ENG","ENGlobal Corporation","Engineering & Construction","8.87M"
"ENGN","enGene Holdings Inc.","Biotechnology","370.11M"
"ENIC","Enel Chile S.A.","Utilities - Regulated Electric","3.79B"
"ENLC","EnLink Midstream, LLC","Oil & Gas Midstream","5.86B"
"ENLT","Enlight Renewable Energy Ltd","Utilities - Renewable","1.74B"
"ENLV","Enlivex Therapeutics Ltd.","Biotechnology","27.97M"
"ENOV","Enovis Corporation","Specialty Industrial Machinery","2.49B"
"ENPH","Enphase Energy, Inc.","Solar","14.25B"
"ENR","Energizer Holdings, Inc.","Electrical Equipment & Parts","2.20B"
"ENS","EnerSys","Electrical Equipment & Parts","4.09B"
"ENSC","Ensysce Biosciences, Inc.","Biotechnology","3.42M"
"ENSG","The Ensign Group, Inc.","Medical Care Facilities","7.97B"
"ENSV","Enservco Corporation","Oil & Gas Equipment & Services","6.64M"
"ENTA","Enanta Pharmaceuticals, Inc.","Biotechnology","294.39M"
"ENTG","Entegris, Inc.","Semiconductor Equipment & Materials","15.42B"
"ENTO","Entero Therapeutics, Inc.","Biotechnology","2.09M"
"ENTX","Entera Bio Ltd.","Biotechnology","55.52M"
"ENV","Envestnet, Inc.","Software - Application","3.42B"
"ENVA","Enova International, Inc.","Credit Services","2.05B"
"ENVB","Enveric Biosciences, Inc.","Biotechnology","4.53M"
"ENVX","Enovix Corporation","Electrical Equipment & Parts","2.03B"
"ENZ","Enzo Biochem, Inc.","Diagnostics & Research","56.60M"
"EOG","EOG Resources, Inc.","Oil & Gas Exploration & Production","70.64B"
"EOLS","Evolus, Inc.","Drug Manufacturers - Specialty & Generic","867.78M"
"EOSE","Eos Energy Enterprises, Inc.","Electrical Equipment & Parts","396.17M"
"EP","Empire Petroleum Corporation","Oil & Gas Exploration & Production","142.49M"
"EPAC","Enerpac Tool Group Corp.","Specialty Industrial Machinery","2.10B"
"EPAM","EPAM Systems, Inc.","Information Technology Services","12.12B"
"EPC","Edgewell Personal Care Company","Household & Personal Products","1.94B"
"EPD","Enterprise Products Partners L.P.","Oil & Gas Midstream","61.85B"
"EPIX","ESSA Pharma Inc.","Biotechnology","209.39M"
"EPM","Evolution Petroleum Corporation","Oil & Gas Exploration & Production","167.79M"
"EPOW","Sunrise New Energy Co., Ltd.","Electrical Equipment & Parts","16.46M"
"EPR","EPR Properties","REIT - Specialty","3.38B"
"EPRT","Essential Properties Realty Trust, Inc.","REIT - Diversified","5.15B"
"EPRX","Eupraxia Pharmaceuticals Inc.","Biotechnology","91.55M"
"EPSN","Epsilon Energy Ltd.","Oil & Gas Exploration & Production","113.99M"
"EQ","Equillium, Inc.","Biotechnology","24.37M"
"EQBK","Equity Bancshares, Inc.","Banks - Regional","573.81M"
"EQC","Equity Commonwealth","REIT - Office","2.17B"
"EQH","Equitable Holdings, Inc.","Insurance - Diversified","12.74B"
"EQIX","Equinix, Inc.","REIT - Specialty","76.56B"
"EQNR","Equinor ASA","Oil & Gas Integrated","71.29B"
"EQR","Equity Residential","REIT - Residential","26.61B"
"EQS","Equus Total Return, Inc.","Asset Management","18.34M"
"EQT","EQT Corporation","Oil & Gas Exploration & Production","18.77B"
"EQX","Equinox Gold Corp.","Gold","2.00B"
"ERAS","Erasca, Inc.","Biotechnology","710.68M"
"ERIC","Telefonaktiebolaget LM Ericsson (publ)","Communication Equipment","22.67B"
"ERIE","Erie Indemnity Company","Insurance Brokers","20.23B"
"ERII","Energy Recovery, Inc.","Pollution & Treatment Controls","940.34M"
"ERJ","Embraer S.A.","Aerospace & Defense","5.07B"
"ERNA","Eterna Therapeutics Inc.","Biotechnology","9.63M"
"ERO","Ero Copper Corp.","Copper","1.96B"
"ES","Eversource Energy","Utilities - Regulated Electric","23.64B"
"ESAB","ESAB Corporation","Metal Fabrication","5.80B"
"ESBA","Empire State Realty OP, L.P.","REIT - Office","2.69B"
"ESCA","Escalade, Incorporated","Leisure","185.96M"
"ESE","ESCO Technologies Inc.","Scientific & Technical Instruments","2.94B"
"ESEA","Euroseas Ltd.","Marine Shipping","249.99M"
"ESGL","ESGL Holdings Limited","Waste Management","26.88M"
"ESGR","Enstar Group Limited","Insurance - Diversified","4.98B"
"ESHA","ESH Acquisition Corp.","Shell Companies","154.25M"
"ESI","Element Solutions Inc","Specialty Chemicals","6.09B"
"ESLA","Estrella Immunopharma, Inc.","Biotechnology","52.75M"
"ESLT","Elbit Systems Ltd.","Aerospace & Defense","8.06B"
"ESNT","Essent Group Ltd.","Insurance - Specialty","6.40B"
"ESOA","Energy Services of America Corporation","Engineering & Construction","119.24M"
"ESP","Espey Mfg. & Electronics Corp.","Electrical Equipment & Parts","59.46M"
"ESPR","Esperion Therapeutics, Inc.","Drug Manufacturers - Specialty & Generic","390.29M"
"ESQ","Esquire Financial Holdings, Inc.","Banks - Regional","486.70M"
"ESRT","Empire State Realty Trust, Inc.","REIT - Diversified","1.69B"
"ESS","Essex Property Trust, Inc.","REIT - Residential","18.09B"
"ESSA","ESSA Bancorp, Inc.","Banks - Regional","173.76M"
"ESTA","Establishment Labs Holdings Inc.","Medical Devices","1.03B"
"ESTC","Elastic N.V.","Software - Application","10.39B"
"ET","Energy Transfer LP","Oil & Gas Midstream","53.77B"
"ETD","Ethan Allen Interiors Inc.","Furnishings, Fixtures & Appliances","797.43M"
"ETN","Eaton Corporation plc","Specialty Industrial Machinery","112.05B"
"ETNB","89bio, Inc.","Biotechnology","876.60M"
"ETON","Eton Pharmaceuticals, Inc.","Drug Manufacturers - Specialty & Generic","91.97M"
"ETR","Entergy Corporation","Utilities - Regulated Electric","25.80B"
"ETSY","Etsy, Inc.","Internet Retail","6.94B"
"ETWO","E2open Parent Holdings, Inc.","Software - Application","1.30B"
"EU","enCore Energy Corp.","Uranium","633.62M"
"EUDA","EUDA Health Holdings Limited","Health Information Services","136.65M"
"EURK","Eureka Acquisition Corp","Shell Companies","78.10M"
"EVA","Enviva Inc.","Lumber & Wood Production","32.58M"
"EVAX","Evaxion Biotech A/S","Biotechnology","13.82M"
"EVBN","Evans Bancorp, Inc.","Banks - Regional","186.28M"
"EVC","Entravision Communications Corporation","Advertising Agencies","173.17M"
"EVCM","EverCommerce Inc.","Software - Infrastructure","2.05B"
"EVE","EVe Mobility Acquisition Corp","Shell Companies","158.91M"
"EVER","EverQuote, Inc.","Internet Content & Information","862.06M"
"EVEX","Eve Holding, Inc.","Aerospace & Defense","867.73M"
"EVGN","Evogene Ltd.","Biotechnology","24.48M"
"EVGO","EVgo, Inc.","Specialty Retail","1.14B"
"EVGR","Evergreen Corporation","Shell Companies","92.74M"
"EVH","Evolent Health, Inc.","Health Information Services","2.62B"
"EVI","EVI Industries, Inc.","Industrial Distribution","215.96M"
"EVLV","Evolv Technologies Holdings, Inc.","Security & Protection Services","496.36M"
"EVO","Evotec SE","Drug Manufacturers - Specialty & Generic","1.57B"
"EVOK","Evoke Pharma, Inc.","Drug Manufacturers - Specialty & Generic","3.80M"
"EVR","Evercore Inc.","Capital Markets","8.78B"
"EVRG","Evergy, Inc.","Utilities - Regulated Electric","13.83B"
"EVRI","Everi Holdings Inc.","Gambling","1.09B"
"EVTC","EVERTEC, Inc.","Software - Infrastructure","2.22B"
"EVTL","Vertical Aerospace Ltd.","Aerospace & Defense","203.33M"
"EVTV","Envirotech Vehicles, Inc.","Auto Manufacturers","26.24M"
"EW","Edwards Lifesciences Corporation","Medical Devices","36.64B"
"EWBC","East West Bancorp, Inc.","Banks - Regional","11.06B"
"EWCZ","European Wax Center, Inc.","Household & Personal Products","394.72M"
"EWTX","Edgewise Therapeutics, Inc.","Biotechnology","1.52B"
"EXAI","Exscientia plc","Biotechnology","586.00M"
"EXAS","Exact Sciences Corporation","Diagnostics & Research","10.58B"
"EXC","Exelon Corporation","Utilities - Regulated Electric","38.77B"
"EXEL","Exelixis, Inc.","Biotechnology","7.04B"
"EXFY","Expensify, Inc.","Software - Application","137.36M"
"EXK","Endeavour Silver Corp.","Other Precious Metals & Mining","807.55M"
"EXLS","ExlService Holdings, Inc.","Information Technology Services","5.53B"
"EXP","Eagle Materials Inc.","Building Materials","8.53B"
"EXPD","Expeditors International of Washington, Inc.","Integrated Freight & Logistics","17.39B"
"EXPE","Expedia Group, Inc.","Travel Services","14.66B"
"EXPI","eXp World Holdings, Inc.","Real Estate Services","1.95B"
"EXPO","Exponent, Inc.","Engineering & Construction","5.25B"
"EXR","Extra Space Storage Inc.","REIT - Industrial","34.96B"
"EXTO","Almacenes Éxito S.A.","Department Stores","679.75M"
"EXTR","Extreme Networks, Inc.","Communication Equipment","1.70B"
"EYE","National Vision Holdings, Inc.","Specialty Retail","1.04B"
"EYEN","Eyenovia, Inc.","Biotechnology","65.75M"
"EYPT","EyePoint Pharmaceuticals, Inc.","Biotechnology","455.74M"
"EZFL","EZFill Holdings Inc.","Software - Application","7.07M"
"EZGO","EZGO Technologies Ltd.","Recreational Vehicles","2.81M"
"EZPW","EZCORP, Inc.","Credit Services","608.21M"
"F","Ford Motor Company","Auto Manufacturers","39.16B"
"FA","First Advantage Corporation","Specialty Business Services","2.45B"
"FAAS","DigiAsia Corp.","Software - Infrastructure","15.50M"
"FAF","First American Financial Corporation","Insurance - Specialty","6.25B"
"FAMI","Farmmi, Inc.","Packaged Foods","3.52M"
"FANG","Diamondback Energy, Inc.","Oil & Gas Exploration & Production","33.72B"
"FANH","Fanhua Inc.","Insurance Brokers","87.24M"
"FARM","Farmer Bros. Co.","Packaged Foods","56.35M"
"FARO","FARO Technologies, Inc.","Scientific & Technical Instruments","280.60M"
"FAST","Fastenal Company","Industrial Distribution","38.54B"
"FAT","FAT Brands Inc.","Restaurants","89.97M"
"FATBB","FAT Brands Inc.","Restaurants","82.78M"
"FATE","Fate Therapeutics, Inc.","Biotechnology","527.04M"
"FBIN","Fortune Brands Innovations, Inc.","Building Products & Equipment","9.51B"
"FBIO","Fortress Biotech, Inc.","Biotechnology","38.99M"
"FBIZ","First Business Financial Services, Inc.","Banks - Regional","352.44M"
"FBK","FB Financial Corporation","Banks - Regional","2.08B"
"FBLG","FibroBiologics, Inc.","Biotechnology","173.95M"
"FBMS","The First Bancshares, Inc.","Banks - Regional","1.01B"
"FBNC","First Bancorp","Banks - Regional","1.61B"
"FBP","First BanCorp.","Banks - Regional","3.39B"
"FBRT","Franklin BSP Realty Trust, Inc.","REIT - Mortgage","1.03B"
"FBRX","Forte Biosciences, Inc.","Biotechnology","19.35M"
"FBYD","Falcon's Beyond Global, Inc.","Conglomerates","122.06M"
"FC","Franklin Covey Co.","Education & Training Services","541.32M"
"FCAP","First Capital, Inc.","Banks - Regional","106.47M"
"FCBC","First Community Bankshares, Inc.","Banks - Regional","784.80M"
"FCCO","First Community Corporation","Banks - Regional","158.89M"
"FCEL","FuelCell Energy, Inc.","Electrical Equipment & Parts","232.37M"
"FCF","First Commonwealth Financial Corporation","Banks - Regional","1.71B"
"FCFS","FirstCash Holdings, Inc","Credit Services","4.99B"
"FCN","FTI Consulting, Inc.","Consulting Services","7.96B"
"FCNCA","First Citizens BancShares, Inc.","Banks - Regional","28.25B"
"FCNCO","First Citizens BancShares, Inc.","Banks - Regional","30.39B"
"FCPT","Four Corners Property Trust, Inc.","REIT - Retail","2.52B"
"FCUV","Focus Universal Inc.","Scientific & Technical Instruments","13.28M"
"FCX","Freeport-McMoRan Inc.","Copper","60.29B"
"FDBC","Fidelity D & D Bancorp, Inc.","Banks - Regional","268.43M"
"FDMT","4D Molecular Therapeutics, Inc.","Biotechnology","831.91M"
"FDP","Fresh Del Monte Produce Inc.","Farm Products","1.31B"
"FDS","FactSet Research Systems Inc.","Financial Data & Stock Exchanges","15.77B"
"FDUS","Fidus Investment Corporation","Asset Management","608.99M"
"FDX","FedEx Corporation","Integrated Freight & Logistics","71.41B"
"FE","FirstEnergy Corp.","Utilities - Regulated Electric","24.58B"
"FEAM","5E Advanced Materials Inc.","Specialty Chemicals","54.47M"
"FEBO","Fenbo Holdings Limited","Consumer Electronics","145.36M"
"FEDU","Four Seasons Education (Cayman) Inc.","Education & Training Services","27.41M"
"FEIM","Frequency Electronics, Inc.","Communication Equipment","125.61M"
"FELE","Franklin Electric Co., Inc.","Specialty Industrial Machinery","4.56B"
"FEMY","Femasys Inc.","Medical Instruments & Supplies","23.33M"
"FENC","Fennec Pharmaceuticals Inc.","Biotechnology","157.41M"
"FENG","Phoenix New Media Limited","Internet Content & Information","43.91M"
"FER","Ferrovial SE","Infrastructure Operations","28.79B"
"FERG","Ferguson Enterprises Inc.","Industrial Distribution","41.48B"
"FET","Forum Energy Technologies, Inc.","Oil & Gas Equipment & Services","203.54M"
"FEXD","Fintech Ecosystem Development Corp.","Shell Companies","78.12M"
"FF","FutureFuel Corp.","Specialty Chemicals","226.69M"
"FFBC","First Financial Bancorp.","Banks - Regional","2.41B"
"FFIC","Flushing Financial Corporation","Banks - Regional","393.59M"
"FFIE","Faraday Future Intelligent Electric Inc.","Auto Manufacturers","134.59M"
"FFIN","First Financial Bankshares, Inc.","Banks - Regional","5.06B"
"FFIV","F5, Inc.","Software - Infrastructure","11.25B"
"FFNW","First Financial Northwest, Inc.","Banks - Regional","193.67M"
"FFWM","First Foundation Inc.","Banks - Regional","363.01M"
"FG","F&G Annuities & Life, Inc.","Insurance - Life","4.83B"
"FGBI","First Guaranty Bancshares, Inc.","Banks - Regional","130.80M"
"FGEN","FibroGen, Inc.","Biotechnology","42.58M"
"FGF","Fundamental Global Inc.","Insurance - Diversified","28.37M"
"FGI","FGI Industries Ltd.","Furnishings, Fixtures & Appliances","8.70M"
"FHB","First Hawaiian, Inc.","Banks - Regional","3.00B"
"FHI","Federated Hermes, Inc.","Asset Management","2.80B"
"FHN","First Horizon Corporation","Banks - Regional","8.38B"
"FHTX","Foghorn Therapeutics Inc.","Biotechnology","338.61M"
"FI","Fiserv, Inc.","Information Technology Services","91.49B"
"FIAC","Focus Impact Acquisition Corp.","Shell Companies","84.23M"
"FIBK","First Interstate BancSystem, Inc.","Banks - Regional","3.01B"
"FICO","Fair Isaac Corporation","Software - Application","39.55B"
"FIGS","FIGS, Inc.","Apparel Manufacturing","973.28M"
"FIHL","Fidelis Insurance Holdings Limited","Insurance - Diversified","1.98B"
"FINV","FinVolution Group","Credit Services","1.40B"
"FINW","FinWise Bancorp","Banks - Regional","159.92M"
"FIP","FTAI Infrastructure Inc.","Conglomerates","999.65M"
"FIS","Fidelity National Information Services, Inc.","Information Technology Services","41.36B"
"FISI","Financial Institutions, Inc.","Banks - Regional","371.34M"
"FITB","Fifth Third Bancorp","Banks - Regional","27.05B"
"FIVE","Five Below, Inc.","Specialty Retail","3.81B"
"FIVN","Five9, Inc.","Software - Infrastructure","3.01B"
"FIX","Comfort Systems USA, Inc.","Engineering & Construction","10.92B"
"FIZZ","National Beverage Corp.","Beverages - Non-Alcoholic","4.58B"
"FKWL","Franklin Wireless Corp.","Communication Equipment","49.73M"
"FL","Foot Locker, Inc.","Apparel Retail","2.50B"
"FLD","FTAC Emerald Acquisition Corp.","Shell Companies","157.27M"
"FLEX","Flex Ltd.","Electronic Components","11.35B"
"FLGC","Flora Growth Corp.","Drug Manufacturers - Specialty & Generic","12.32M"
"FLGT","Fulgent Genetics, Inc.","Diagnostics & Research","749.90M"
"FLIC","The First of Long Island Corporation","Banks - Regional","276.72M"
"FLL","Full House Resorts, Inc.","Resorts & Casinos","176.65M"
"FLNC","Fluence Energy, Inc.","Utilities - Renewable","2.63B"
"FLNG","FLEX LNG Ltd.","Oil & Gas Midstream","1.38B"
"FLNT","Fluent, Inc.","Advertising Agencies","40.16M"
"FLO","Flowers Foods, Inc.","Packaged Foods","4.87B"
"FLR","Fluor Corporation","Engineering & Construction","8.13B"
"FLS","Flowserve Corporation","Specialty Industrial Machinery","6.15B"
"FLUT","Flutter Entertainment plc","Gambling","33.34B"
"FLUX","Flux Power Holdings, Inc.","Electrical Equipment & Parts","56.55M"
"FLWS","1-800-FLOWERS.COM, Inc.","Specialty Retail","594.59M"
"FLXS","Flexsteel Industries, Inc.","Furnishings, Fixtures & Appliances","182.53M"
"FLYE","Fly-E Group, Inc.","Auto Manufacturers","20.05M"
"FLYW","Flywire Corporation","Software - Infrastructure","2.32B"
"FLYX","flyExclusive, Inc.","Airlines","320.63M"
"FMAO","Farmers & Merchants Bancorp, Inc.","Banks - Regional","343.28M"
"FMBH","First Mid Bancshares, Inc.","Banks - Regional","901.85M"
"FMC","FMC Corporation","Agricultural Inputs","7.76B"
"FMNB","Farmers National Banc Corp.","Banks - Regional","553.86M"
"FMS","Fresenius Medical Care AG & Co. KGaA","Medical Care Facilities","11.18B"
"FMST","Foremost Lithium Resource & Technology Ltd.","Other Industrial Metals & Mining","15.85M"
"FMX","Fomento Económico Mexicano, S.A.B. de C.V.","Beverages - Brewers","23.39B"
"FN","Fabrinet","Electronic Components","7.32B"
"FNA","Paragon 28, Inc.","Medical Devices","649.51M"
"FNB","F.N.B. Corporation","Banks - Regional","5.09B"
"FND","Floor & Decor Holdings, Inc.","Home Improvement Retail","10.48B"
"FNF","Fidelity National Financial, Inc.","Insurance - Specialty","14.99B"
"FNGR","FingerMotion, Inc.","Telecom Services","106.48M"
"FNKO","Funko, Inc.","Leisure","456.45M"
"FNLC","The First Bancorp, Inc.","Banks - Regional","285.65M"
"FNV","Franco-Nevada Corporation","Gold","24.06B"
"FNVT","Finnovate Acquisition Corp.","Shell Companies","76.51M"
"FNWB","First Northwest Bancorp","Banks - Regional","95.46M"
"FNWD","Finward Bancorp","Banks - Regional","121.42M"
"FOA","Finance Of America Companies Inc.","Credit Services","70.42M"
"FOLD","Amicus Therapeutics, Inc.","Biotechnology","2.99B"
"FONR","FONAR Corporation","Diagnostics & Research","113.91M"
"FOR","Forestar Group Inc.","Real Estate - Development","1.51B"
"FORA","Forian Inc.","Health Information Services","77.54M"
"FORD","Forward Industries, Inc.","Footwear & Accessories","4.68M"
"FORL","Four Leaf Acquisition Corporation","Shell Companies","78.33M"
"FORM","FormFactor, Inc.","Semiconductor Equipment & Materials","3.16B"
"FORR","Forrester Research, Inc.","Consulting Services","363.80M"
"FORTY","Formula Systems (1985) Ltd.","Information Technology Services","1.13B"
"FOSL","Fossil Group, Inc.","Footwear & Accessories","58.76M"
"FOUR","Shift4 Payments, Inc.","Software - Infrastructure","3.89B"
"FOX","Fox Corporation","Entertainment","16.87B"
"FOXA","Fox Corporation","Entertainment","16.81B"
"FOXF","Fox Factory Holding Corp.","Auto Parts","1.73B"
"FOXO","FOXO Technologies Inc.","Health Information Services","2.29M"
"FPAY","FlexShopper, Inc.","Rental & Leasing Services","23.27M"
"FPH","Five Point Holdings, LLC","Real Estate - Development","218.48M"
"FPI","Farmland Partners Inc.","REIT - Specialty","490.34M"
"FR","First Industrial Realty Trust, Inc.","REIT - Industrial","7.12B"
"FRAF","Franklin Financial Services Corporation","Banks - Regional","142.24M"
"FRBA","First Bank","Banks - Regional","363.44M"
"FRD","Friedman Industries, Incorporated","Steel","117.23M"
"FREE","Whole Earth Brands, Inc.","Packaged Foods","212.25M"
"FRES","Fresh2 Group Limited","Biotechnology","2.92M"
"FREY","FREYR Battery, Inc.","Electrical Equipment & Parts","216.54M"
"FRGE","Forge Global Holdings, Inc.","Software - Application","244.40M"
"FRGT","Freight Technologies, Inc.","Software - Application","3.08M"
"FRHC","Freedom Holding Corp.","Capital Markets","4.81B"
"FRLA","Fortune Rise Acquisition Corporation","Shell Companies","70.62M"
"FRME","First Merchants Corporation","Banks - Regional","2.19B"
"FRO","Frontline plc","Oil & Gas Midstream","5.19B"
"FROG","JFrog Ltd.","Software - Application","3.79B"
"FRPH","FRP Holdings, Inc.","Real Estate Services","538.65M"
"FRPT","Freshpet, Inc.","Packaged Foods","5.91B"
"FRSH","Freshworks Inc.","Software - Application","3.52B"
"FRST","Primis Financial Corp.","Banks - Regional","291.74M"
"FRSX","Foresight Autonomous Holdings Ltd.","Auto Parts","14.34M"
"FRT","Federal Realty Investment Trust","REIT - Retail","9.33B"
"FRZA","Forza X1, Inc.","Recreational Vehicles","4.52M"
"FSBC","Five Star Bancorp","Banks - Regional","577.14M"
"FSBW","FS Bancorp, Inc.","Banks - Regional","316.45M"
"FSEA","First Seacoast Bancorp","Banks - Regional","47.42M"
"FSFG","First Savings Financial Group, Inc.","Banks - Regional","148.88M"
"FSHP","Flag Ship Acquisition Corporation","Shell Companies","84.34M"
"FSI","Flexible Solutions International, Inc.","Specialty Chemicals","24.90M"
"FSK","FS KKR Capital Corp.","Asset Management","5.45B"
"FSLR","First Solar, Inc.","Solar","22.81B"
"FSLY","Fastly, Inc.","Software - Application","1.03B"
