"FSM","Fortuna Mining Corp.","Gold","1.35B"
"FSP","Franklin Street Properties Corp.","REIT - Office","171.92M"
"FSS","Federal Signal Corporation","Pollution & Treatment Controls","5.72B"
"FSTR","L.B. Foster Company","Railroads","241.31M"
"FSUN","FirstSun Capital Bancorp","Banks - Regional","1.14B"
"FSV","FirstService Corporation","Real Estate Services","7.66B"
"FTAI","FTAI Aviation Ltd.","Rental & Leasing Services","10.22B"
"FTCI","FTC Solar, Inc.","Solar","50.40M"
"FTDR","Frontdoor, Inc.","Personal Services","3.42B"
"FTEK","Fuel Tech, Inc.","Pollution & Treatment Controls","31.30M"
"FTEL","Fitell Corporation","Specialty Retail","218.51M"
"FTFT","Future FinTech Group Inc.","Software - Application","6.60M"
"FTHM","Fathom Holdings Inc.","Real Estate Services","43.35M"
"FTI","TechnipFMC plc","Oil & Gas Equipment & Services","11.59B"
"FTII","FutureTech II Acquisition Corp.","Shell Companies","64.32M"
"FTK","Flotek Industries, Inc.","Oil & Gas Equipment & Services","128.12M"
"FTLF","FitLife Brands, Inc.","Packaged Foods","142.04M"
"FTNT","Fortinet, Inc.","Software - Infrastructure","43.17B"
"FTRE","Fortrea Holdings Inc.","Biotechnology","2.37B"
"FTS","Fortis Inc.","Utilities - Regulated Electric","20.99B"
"FTV","Fortive Corporation","Scientific & Technical Instruments","23.98B"
"FUBO","fuboTV Inc.","Broadcasting","398.84M"
"FUFU","BitFuFu Inc.","Capital Markets","113.56M"
"FUL","H.B. Fuller Company","Specialty Chemicals","4.43B"
"FULC","Fulcrum Therapeutics, Inc.","Biotechnology","593.57M"
"FULT","Fulton Financial Corporation","Banks - Regional","3.25B"
"FUN","Six Flags Entertainment Corp.","Leisure","4.41B"
"FUNC","First United Corporation","Banks - Regional","183.04M"
"FURY","Fury Gold Mines Limited","Other Industrial Metals & Mining","55.41M"
"FUSB","First US Bancshares, Inc.","Banks - Regional","58.18M"
"FUTU","Futu Holdings Limited","Capital Markets","2.64B"
"FVCB","FVCBankcorp, Inc.","Banks - Regional","198.91M"
"FVRR","Fiverr International Ltd.","Internet Content & Information","921.50M"
"FWONA","Formula One Group - Series A","Entertainment","28.25B"
"FWONK","Formula One Group","Entertainment","28.33B"
"FWRD","Forward Air Corporation","Integrated Freight & Logistics","580.85M"
"FWRG","First Watch Restaurant Group, Inc.","Restaurants","907.40M"
"FXNC","First National Corporation","Banks - Regional","110.66M"
"FYBR","Frontier Communications Parent, Inc.","Telecom Services","6.61B"
"G","Genpact Limited","Information Technology Services","6.09B"
"GABC","German American Bancorp, Inc.","Banks - Regional","1.11B"
"GAIA","Gaia, Inc.","Entertainment","105.98M"
"GAIN","Gladstone Investment Corporation","Asset Management","503.74M"
"GALT","Galectin Therapeutics Inc.","Biotechnology","137.66M"
"GAMB","Gambling.com Group Limited","Gambling","331.20M"
"GAMC","Golden Arrow Merger Corp.","Shell Companies","84.11M"
"GAME","GameSquare Holdings, Inc.","Electronic Gaming & Multimedia","35.33M"
"GAN","GAN Limited","Gambling","71.26M"
"GANX","Gain Therapeutics, Inc.","Biotechnology","18.95M"
"GAQ","Generation Asia I Acquisition Limited","Shell Companies","88.67M"
"GASS","StealthGas Inc.","Marine Shipping","224.12M"
"GATE","Marblegate Acquisition Corp.","Shell Companies","127.52M"
"GATO","Gatos Silver, Inc.","Other Precious Metals & Mining","793.51M"
"GATX","GATX Corporation","Rental & Leasing Services","4.79B"
"GAU","Galiano Gold Inc.","Gold","429.48M"
"GAUZ","Gauzy Ltd.","Tools & Accessories","198.74M"
"GB","Global Blue Group Holding AG","Software - Infrastructure","852.25M"
"GBBK","Global Blockchain Acquisition Corp.","Shell Companies","60.81M"
"GBCI","Glacier Bancorp, Inc.","Banks - Regional","4.64B"
"GBDC","Golub Capital BDC, Inc.","Asset Management","3.88B"
"GBIO","Generation Bio Co.","Biotechnology","197.59M"
"GBLI","Global Indemnity Group, LLC","Insurance - Property & Casualty","418.33M"
"GBNY","Generations Bancorp NY, Inc.","Banks - Regional","23.25M"
"GBR","New Concept Energy, Inc.","Real Estate Services","6.93M"
"GBTG","Global Business Travel Group, Inc.","Software - Application","2.92B"
"GBX","The Greenbrier Companies, Inc.","Railroads","1.43B"
"GCBC","Greene County Bancorp, Inc.","Banks - Regional","549.63M"
"GCI","Gannett Co., Inc.","Publishing","631.51M"
"GCMG","GCM Grosvenor Inc.","Asset Management","2.00B"
"GCO","Genesco Inc.","Apparel Retail","320.53M"
"GCT","GigaCloud Technology Inc.","Software - Infrastructure","1.04B"
"GCTK","GlucoTrack, Inc.","Medical Instruments & Supplies","7.45M"
"GCTS","GCT Semiconductor Holding, Inc.","Semiconductors","180.35M"
"GD","General Dynamics Corporation","Aerospace & Defense","80.34B"
"GDC","GD Culture Group Limited","Electronic Gaming & Multimedia","13.12M"
"GDDY","GoDaddy Inc.","Software - Infrastructure","21.32B"
"GDEN","Golden Entertainment, Inc.","Resorts & Casinos","856.59M"
"GDEV","GDEV Inc.","Electronic Gaming & Multimedia","501.55M"
"GDHG","Golden Heaven Group Holdings Ltd.","Leisure","5.62M"
"GDOT","Green Dot Corporation","Credit Services","488.47M"
"GDRX","GoodRx Holdings, Inc.","Health Information Services","3.23B"
"GDS","GDS Holdings Limited","Information Technology Services","2.00B"
"GDST","Goldenstone Acquisition Limited","Shell Companies","38.62M"
"GDTC","CytoMed Therapeutics Limited","Biotechnology","20.43M"
"GDYN","Grid Dynamics Holdings, Inc.","Information Technology Services","1.06B"
"GE","General Electric Company","Aerospace & Defense","173.79B"
"GECC","Great Elm Capital Corp.","Asset Management","107.11M"
"GEF","Greif, Inc.","Packaging & Containers","3.06B"
"GEF.B","Greif, Inc.","Packaging & Containers","3.05B"
"GEG","Great Elm Group, Inc.","Asset Management","57.06M"
"GEHC","GE HealthCare Technologies Inc.","Health Information Services","38.10B"
"GEL","Genesis Energy, L.P.","Oil & Gas Midstream","1.64B"
"GEN","Gen Digital Inc.","Software - Infrastructure","15.48B"
"GENC","Gencor Industries, Inc.","Farm & Heavy Construction Machinery","319.24M"
"GENE","Genetic Technologies Limited","Diagnostics & Research","3.78M"
"GENI","Genius Sports Limited","Internet Content & Information","1.32B"
"GENK","GEN Restaurant Group, Inc.","Restaurants","296.38M"
"GEO","The GEO Group, Inc.","Security & Protection Services","1.80B"
"GEOS","Geospace Technologies Corporation","Oil & Gas Equipment & Services","118.25M"
"GERN","Geron Corporation","Biotechnology","2.71B"
"GES","Guess', Inc.","Apparel Retail","1.20B"
"GETY","Getty Images Holdings, Inc.","Internet Content & Information","1.43B"
"GEV","GE Vernova Inc.","Utilities - Renewable","45.27B"
"GEVO","Gevo, Inc.","Specialty Chemicals","127.57M"
"GFAI","Guardforce AI Co., Limited","Security & Protection Services","18.02M"
"GFF","Griffon Corporation","Conglomerates","3.35B"
"GFI","Gold Fields Limited","Gold","14.70B"
"GFL","GFL Environmental Inc.","Waste Management","14.58B"
"GFR","Greenfire Resources Ltd","Oil & Gas Exploration & Production","448.98M"
"GFS","GlobalFoundries Inc.","Semiconductors","25.26B"
"GGAL","Grupo Financiero Galicia S.A.","Banks - Regional","5.51B"
"GGB","Gerdau S.A.","Steel","6.32B"
"GGG","Graco Inc.","Specialty Industrial Machinery","13.72B"
"GGR","Gogoro Inc.","Auto Manufacturers","378.32M"
"GH","Guardant Health, Inc.","Diagnostics & Research","3.89B"
"GHC","Graham Holdings Company","Education & Training Services","3.23B"
"GHG","GreenTree Hospitality Group Ltd.","Lodging","255.94M"
"GHI","Greystone Housing Impact Investors LP","Mortgage Finance","333.73M"
"GHIX","Gores Holdings IX, Inc.","Shell Companies","202.85M"
"GHLD","Guild Holdings Company","Mortgage Finance","856.37M"
"GHM","Graham Corporation","Specialty Industrial Machinery","330.90M"
"GHRS","GH Research PLC","Biotechnology","620.17M"
"GHSI","Guardion Health Sciences, Inc.","Drug Manufacturers - Specialty & Generic","12.35M"
"GIB","CGI Inc.","Information Technology Services","24.83B"
"GIC","Global Industrial Company","Industrial Distribution","1.27B"
"GIFI","Gulf Island Fabrication, Inc.","Metal Fabrication","99.81M"
"GIGM","GigaMedia Limited","Electronic Gaming & Multimedia","14.59M"
"GIII","G-III Apparel Group, Ltd.","Apparel Manufacturing","1.11B"
"GIL","Gildan Activewear Inc.","Apparel Manufacturing","6.97B"
"GILD","Gilead Sciences, Inc.","Drug Manufacturers - General","95.64B"
"GILT","Gilat Satellite Networks Ltd.","Communication Equipment","243.46M"
"GIPR","Generation Income Properties, Inc.","REIT - Diversified","11.79M"
"GIS","General Mills, Inc.","Packaged Foods","38.67B"
"GKOS","Glaukos Corporation","Medical Devices","5.84B"
"GL","Globe Life Inc.","Insurance - Life","8.19B"
"GLAC","Global Lights Acquisition Corp","Shell Companies","92.89M"
"GLAD","Gladstone Capital Corporation","Asset Management","500.57M"
"GLBE","Global-E Online Ltd.","Internet Retail","5.27B"
"GLBS","Globus Maritime Limited","Marine Shipping","34.89M"
"GLBZ","Glen Burnie Bancorp","Banks - Regional","13.28M"
"GLDD","Great Lakes Dredge & Dock Corporation","Engineering & Construction","568.91M"
"GLDG","GoldMining Inc.","Gold","154.75M"
"GLLI","Globalink Investment Inc.","Shell Companies","67.34M"
"GLMD","Galmed Pharmaceuticals Ltd.","Biotechnology","1.83M"
"GLNG","Golar LNG Limited","Oil & Gas Midstream","3.38B"
"GLOB","Globant S.A.","Information Technology Services","8.23B"
"GLP","Global Partners LP","Oil & Gas Midstream","1.42B"
"GLPG","Galapagos NV","Biotechnology","1.68B"
"GLPI","Gaming and Leisure Properties, Inc.","REIT - Specialty","13.58B"
"GLRE","Greenlight Capital Re, Ltd.","Insurance - Reinsurance","456.00M"
"GLSI","Greenwich LifeSciences, Inc.","Biotechnology","184.96M"
"GLST","Global Star Acquisition, Inc.","Shell Companies","82.75M"
"GLT","Glatfelter Corporation","Paper & Paper Products","67.88M"
"GLTO","Galecto, Inc.","Biotechnology","14.21M"
"GLUE","Monte Rosa Therapeutics, Inc.","Biotechnology","245.21M"
"GLW","Corning Incorporated","Electronic Components","33.36B"
"GLYC","GlycoMimetics, Inc.","Biotechnology","13.09M"
"GM","General Motors Company","Auto Manufacturers","46.27B"
"GMAB","Genmab A/S","Biotechnology","18.40B"
"GME","GameStop Corp.","Specialty Retail","8.98B"
"GMED","Globus Medical, Inc.","Medical Devices","9.33B"
"GMGI","Golden Matrix Group, Inc.","Electronic Gaming & Multimedia","283.88M"
"GMM","Global Mofy Metaverse Limited","Information Technology Services","26.56M"
"GMRE","Global Medical REIT Inc.","REIT - Healthcare Facilities","621.77M"
"GMS","GMS Inc.","Building Products & Equipment","3.52B"
"GNE","Genie Energy Ltd.","Utilities - Regulated Electric","435.17M"
"GNFT","Genfit S.A.","Biotechnology","200.03M"
"GNK","Genco Shipping & Trading Limited","Marine Shipping","776.80M"
"GNL","Global Net Lease, Inc.","REIT - Diversified","1.95B"
"GNLN","Greenlane Holdings, Inc.","Tobacco","1.63M"
"GNLX","Genelux Corporation","Biotechnology","59.43M"
"GNPX","Genprex, Inc.","Biotechnology","3.29M"
"GNRC","Generac Holdings Inc.","Specialty Industrial Machinery","8.66B"
"GNS","Genius Group Limited","Education & Training Services","32.39M"
"GNSS","Genasys Inc.","Scientific & Technical Instruments","111.49M"
"GNTA","Genenta Science S.p.A.","Biotechnology","73.41M"
"GNTX","Gentex Corporation","Auto Parts","6.90B"
"GNTY","Guaranty Bancshares, Inc.","Banks - Regional","363.71M"
"GNW","Genworth Financial, Inc.","Insurance - Life","2.75B"
"GO","Grocery Outlet Holding Corp.","Grocery Stores","1.88B"
"GOCO","GoHealth, Inc.","Insurance Brokers","122.74M"
"GODN","Golden Star Acquisition Corporation","Shell Companies","80.03M"
"GOEV","Canoo Inc.","Auto Manufacturers","133.00M"
"GOGL","Golden Ocean Group Limited","Marine Shipping","2.30B"
"GOGO","Gogo Inc.","Telecom Services","1.06B"
"GOLD","Barrick Gold Corporation","Gold","31.45B"
"GOLF","Acushnet Holdings Corp.","Leisure","4.37B"
"GOOD","Gladstone Commercial Corporation","REIT - Diversified","587.60M"
"GOOG","Alphabet Inc.","Internet Content & Information","2,061.91B"
"GOOGL","Alphabet Inc.","Internet Content & Information","2,060.32B"
"GOOS","Canada Goose Holdings Inc.","Apparel Manufacturing","1.04B"
"GORO","Gold Resource Corporation","Gold","36.38M"
"GORV","Lazydays Holdings, Inc.","Auto & Truck Dealerships","36.31M"
"GOSS","Gossamer Bio, Inc.","Biotechnology","201.83M"
"GOTU","Gaotu Techedu Inc.","Education & Training Services","1.12B"
"GOVX","GeoVax Labs, Inc.","Biotechnology","9.63M"
"GP","GreenPower Motor Company Inc.","Farm & Heavy Construction Machinery","25.17M"
"GPAK","Gamer Pakistan Inc.","Specialty Business Services","2.30M"
"GPAT","GP-Act III Acquisition Corp.","Shell Companies","360.09M"
"GPC","Genuine Parts Company","Auto Parts","19.86B"
"GPCR","Structure Therapeutics Inc.","Biotechnology","2.05B"
"GPI","Group 1 Automotive, Inc.","Auto & Truck Dealerships","4.60B"
"GPK","Graphic Packaging Holding Company","Packaging & Containers","8.68B"
"GPMT","Granite Point Mortgage Trust Inc.","REIT - Mortgage","143.41M"
"GPN","Global Payments Inc.","Specialty Business Services","24.41B"
"GPOR","Gulfport Energy Corporation","Oil & Gas Exploration & Production","2.46B"
"GPRE","Green Plains Inc.","Chemicals","1.10B"
"GPRK","GeoPark Limited","Oil & Gas Exploration & Production","445.75M"
"GPRO","GoPro, Inc.","Consumer Electronics","210.72M"
"GPS","The Gap, Inc.","Apparel Retail","8.14B"
"GRAB","Grab Holdings Limited","Software - Application","12.44B"
"GRAF","Graf Global Corp.","Shell Companies","434.32M"
"GRAL","GRAIL, LLC","Diagnostics & Research","515.11M"
"GRBK","Green Brick Partners, Inc.","Residential Construction","3.19B"
"GRC","The Gorman-Rupp Company","Specialty Industrial Machinery","1.02B"
"GRDI","GRIID Infrastructure Inc.","Capital Markets","75.11M"
"GREE","Greenidge Generation Holdings Inc.","Capital Markets","22.46M"
"GRFS","Grifols, S.A.","Drug Manufacturers - General","5.97B"
"GRFX","Graphex Group Limited","Other Industrial Metals & Mining","11.69M"
"GRI","GRI Bio, Inc.","Biotechnology","1.37M"
"GRIN","Grindrod Shipping Holdings Ltd.","Marine Shipping","278.35M"
"GRMN","Garmin Ltd.","Scientific & Technical Instruments","32.37B"
"GRND","Grindr Inc.","Software - Application","1.94B"
"GRNQ","Greenpro Capital Corp.","Consulting Services","6.92M"
"GRNT","Granite Ridge Resources, Inc","Oil & Gas Exploration & Production","811.92M"
"GROM","Grom Social Enterprises, Inc.","Internet Content & Information","2.38M"
"GROV","Grove Collaborative Holdings, Inc.","Household & Personal Products","58.42M"
"GROW","U.S. Global Investors, Inc.","Asset Management","35.20M"
"GROY","Gold Royalty Corp.","Gold","223.17M"
"GRPN","Groupon, Inc.","Internet Content & Information","459.02M"
"GRRR","Gorilla Technology Group Inc.","Software - Infrastructure","26.56M"
"GRTS","Gritstone bio, Inc.","Biotechnology","60.80M"
"GRVY","Gravity Co., Ltd.","Electronic Gaming & Multimedia","524.36M"
"GRWG","GrowGeneration Corp.","Specialty Retail","125.06M"
"GRYP","Gryphon Digital Mining, Inc.","Capital Markets","29.76M"
"GS","The Goldman Sachs Group, Inc.","Capital Markets","151.76B"
"GSAT","Globalstar, Inc.","Telecom Services","2.09B"
"GSBC","Great Southern Bancorp, Inc.","Banks - Regional","677.44M"
"GSBD","Goldman Sachs BDC, Inc.","Asset Management","1.64B"
"GSHD","Goosehead Insurance, Inc","Insurance - Diversified","2.13B"
"GSIT","GSI Technology, Inc.","Semiconductors","65.14M"
"GSIW","Garden Stage Limited","Capital Markets","113.13M"
"GSK","GSK plc","Drug Manufacturers - General","82.42B"
"GSL","Global Ship Lease, Inc.","Rental & Leasing Services","870.76M"
"GSM","Ferroglobe PLC","Other Industrial Metals & Mining","911.24M"
"GSUN","Golden Sun Education Group Limited","Education & Training Services","42.07M"
"GT","The Goodyear Tire & Rubber Company","Auto Parts","2.63B"
"GTAC","Global Technology Acquisition Corp. I","Shell Companies","80.54M"
"GTBP","GT Biopharma, Inc.","Biotechnology","5.41M"
"GTE","Gran Tierra Energy Inc.","Oil & Gas Exploration & Production","237.70M"
"GTEC","Greenland Technologies Holding Corporation","Specialty Industrial Machinery","19.71M"
"GTES","Gates Industrial Corporation plc","Specialty Industrial Machinery","4.40B"
"GTHX","G1 Therapeutics, Inc.","Biotechnology","208.08M"
"GTI","Graphjet Technology Sdn. Bhd.","Other Industrial Metals & Mining","338.24M"
"GTIM","Good Times Restaurants Inc.","Restaurants","27.62M"
"GTLB","GitLab Inc.","Software - Infrastructure","7.58B"
"GTLS","Chart Industries, Inc.","Specialty Industrial Machinery","5.39B"
"GTN","Gray Television, Inc.","Broadcasting","572.86M"
"GTN.A","Gray Television, Inc.","Broadcasting","643.32M"
"GTX","Garrett Motion Inc.","Auto Parts","1.81B"
"GTY","Getty Realty Corp.","REIT - Retail","1.67B"
"GURE","Gulf Resources, Inc.","Chemicals","10.95M"
"GUTS","Fractyl Health, Inc.","Biotechnology","120.22M"
"GV","Visionary Holdings Inc.","Education & Training Services","8.36M"
"GVA","Granite Construction Incorporated","Engineering & Construction","3.07B"
"GVH","Globavend Holdings Limited","Integrated Freight & Logistics","9.12M"
"GVP","GSE Systems, Inc.","Software - Application","10.08M"
"GWAV","Greenwave Technology Solutions, Inc.","Waste Management","8.41M"
"GWH","ESS Tech, Inc.","Electrical Equipment & Parts","122.33M"
"GWRE","Guidewire Software, Inc.","Software - Application","11.90B"
"GWRS","Global Water Resources, Inc.","Utilities - Regulated Water","300.51M"
"GWW","W.W. Grainger, Inc.","Industrial Distribution","46.75B"
"GXAI","Gaxos.ai Inc.","Electronic Gaming & Multimedia","2.44M"
"GXO","GXO Logistics, Inc.","Integrated Freight & Logistics","6.18B"
"GYRE","Gyre Therapeutics, Inc.","Biotechnology","922.65M"
"GYRO","Gyrodyne, LLC","Real Estate Services","17.59M"
"H","Hyatt Hotels Corporation","Lodging","13.82B"
"HA","Hawaiian Holdings, Inc.","Airlines","624.64M"
"HAE","Haemonetics Corporation","Medical Instruments & Supplies","4.58B"
"HAFC","Hanmi Financial Corporation","Banks - Regional","573.10M"
"HAFN","Hafnia Limited","Marine Shipping","3.83B"
"HAIA","Healthcare AI Acquisition Corp.","Shell Companies","61.45M"
"HAIN","The Hain Celestial Group, Inc.","Packaged Foods","695.39M"
"HAL","Halliburton Company","Oil & Gas Equipment & Services","28.09B"
"HALO","Halozyme Therapeutics, Inc.","Biotechnology","6.88B"
"HAO","Haoxi Health Technology Limited","Advertising Agencies","115.72M"
"HAS","Hasbro, Inc.","Leisure","8.85B"
"HASI","HA Sustainable Infrastructure Capital Inc.","Real Estate Services","3.55B"
